Index,Name,Difficulty,Number of reviews,Location
#6711,Chochenyo Trail to Tuibun Trail Loop,EASY,6,"Fremont, California
"
#6712,East Rim Trail to Miner’s Ridge Trail Loop,MODERATE,8,"Black Mountain Open Space
"
#6713,Woodland Ridge Trail,EASY,4,"Lake Sonoma Recreation Area
"
#6714,Mount Baden-Powell,HARD,4,"San Gabriel Wilderness
"
#6715,Chaminade Nature Trail,EASY,7,"Santa Cruz, California
"
#6716,East Shore and Ridgeline Loop,MODERATE,3,"Del Valle Regional Park
"
#6717,"Causeway, Pond, and Historic Lakeville Road Trails Loop",EASY,9,"Tolay Lake Regional Park
"
#6718,Sand Dunes via Mecca Dale Road,EASY,2,"Joshua Tree National Park
"
#6719,Colson Canyon Loop Trail,HARD,5,"Los Padres National Forest
"
#6720,May Canyon Bench,MODERATE,6,"Veterans Memorial Community Regional Park
"
#6721,Elderberry to Cuesta Loop,MODERATE,4,"Las Trampas Regional Park
"
#6722,Harper Canyon Loop,MODERATE,4,"Anza-Borrego Desert State Park
"
#6723,Nipomo Native Garden Loop,EASY,9,"Nipomo Native Garden
"
#6724,Laguna Falls,MODERATE,6,"Laguna Mountain Recreation Area
"
#6725,Community Loop Road #8,MODERATE,6,"Arcata Community Forest
"
#6726,Earl Canyon Road to Mount Lukens Road,HARD,6,"San Gabriel Mountains National Monument
"
#6727,Santiago Peak Lollipop Via India Truck Trail & Holy Jim Trail,HARD,3,"Lake Elsinore Recreation Area
"
#6728,Waterhouse Lake,MODERATE,3,"Stanislaus National Forest
"
#6729,Monument Mountain from Pinkham Canyon Trailhead,HARD,4,"Joshua Tree National Park
"
#6730,Little Caliente Hot Spring from Mono Campground Trail,"MODERATE
",0,"Los Padres National Forest
"
#6731,Pioneer Cemetery Trail,EASY,5,"McArthur-Burney Falls Memorial State Park
"
#6732,Upper Sisson-Callahan Trail: North Fork Sacramento to Deadfall Crest,HARD,3,"Shasta-Trinity National Forest
"
#6733,"Kirk Creek to Limekiln Creek via Vicente Flat Trail, Stone Ridge Trail, and Twitchell Elevator",HARD,7,"Ventana Wilderness
"
#6734,Matterhorn Canyon and the Sawtooth Range Trail,HARD,2,"Yosemite National Park
"
#6735,Hoover Street Trail,EASY,7,"Garden Grove, California
"
#6736,Eiler Lake via Tamarack Trail,MODERATE,4,"Thousand Lakes Wilderness
"
#6737,Soaring Eagle and Sky Trail Loop,MODERATE,4,"Crockett Hills Regional Park
"
#6738,Brandon Gulch via Riley Ridge Rd and Little Lake Sherwood Trail,MODERATE,2,"Jackson Demonstration State Forest
"
#6739,Tule and Doris lakes,MODERATE,4,"Sierra National Forest
"
#6740,Hanaupah Canyon Trail,MODERATE,2,"Death Valley National Park
"
#6741,"Alder Creek, Randy's Ramble, Euer Valley, Mustang Sally, and Sidewinder Loop",MODERATE,4,"Tahoe Donner Trail System
"
#6742,Monitor Pass Drive,EASY,3,"Humboldt-Toiyabe National Forest
"
#6743,Grizzly Flat South and Grizzly Flat North Loop,MODERATE,4,"Upper Stevens Creek County Park
"
#6744,Petroglyph Point Trail,EASY,4,"Lava Beds National Monument
"
#6745,Breckenridge Mountain via Mill Creek Trail,HARD,3,"Sequoia National Forest
"
#6746,Streelow Creek Trail,EASY,3,"Prairie Creek Redwoods State Park
"
#6747,Upper Sacramento River Trail,EASY,4,"Castle Crags State Park
"
#6748,Greenpicker Loop,HARD,1,"Point Reyes National Seashore
"
#6749,Pescadero and San Gregorio Cycling Loop,HARD,2,"Pescadero, California
"
#6750,Cedar Roughs Trail,MODERATE,2,"Lake Berryessa Recreation Area
"
#6751,Orange Terrace Park,EASY,8,"Orange Terrace Park
"
#6752,Rancho Santa Fe Golf Course (PRIVATE),EASY,6,"Rancho Santa Fe, California
"
#6753,Johnson Valley OHV Trail,MODERATE,4,"Lucerne Valley, California
"
#6754,Kennedy Meadows to Sheep Camp,HARD,1,"Emigrant Wilderness
"
#6755,Cliff Lake Trailhead to Helms Meadow Loop,MODERATE,1,"Sierra National Forest
"
#6756,Big Tree Cucamonga Road,MODERATE,6,"San Bernardino National Forest
"
#6757,Morena Butte and Road Loop,MODERATE,4,"Lake Morena County Park
"
#6758,French Meadows Reservoir Campground Area,EASY,2,"Tahoe National Forest
"
#6759,Harvey Moore Trailhead to Pioneer Mail Picnic Area,MODERATE,4,"Cuyamaca Rancho State Park
"
#6760,Anza National Historic Trail,EASY,5,"Heilmann Regional Park
"
#6761,Peacock Ridge,MODERATE,8,"Black Diamond Mines Regional Park
"
#6762,Brockway Summit to Tahoe City,MODERATE,2,"Tahoe National Forest
"
#6763,Goodale Pass to Silver Pass Loop,HARD,4,"Sierra National Forest
"
#6764,"Blue Oak, Manzanita, Valley View, Colvon, Eagle, Highland Ridge, Coyote, Condor",MODERATE,4,"Morgan Territory Regional Preserve
"
#6765,Mears Lake Valley Trail,MODERATE,3,"Tahoe National Forest
"
#6766,Pablo Point Trail,HARD,2,"Point Reyes National Seashore
"
#6767,"Bane Canyon Road, Upper Aliso Canyon Trail, and Sidewinder Trail Loop",MODERATE,6,"Chino Hills State Park
"
#6768,Red Mountain Trail,MODERATE,2,"Red Mountain, California
"
#6769,Briones Regional Park Perimeter Loop,MODERATE,4,"Briones Regional Park
"
#6770,Gunmount Trail,MODERATE,8,"Lake Tahoe Basin Management Unit
"
#6771,Haystack Butte,MODERATE,8,"Mount Shasta Wilderness
"
#6772,Skelton Lake Loop,MODERATE,5,"Inyo National Forest
"
#6773,Greenwood and Gerle Loop,EASY,4,"Cronan Ranch Regional Trails Park
"
#6774,Cram Peak Ridge Trail,HARD,7,"San Bernardino National Forest
"
#6775,Charity Valley Trail,MODERATE,2,"Humboldt-Toiyabe National Forest
"
#6776,Trinidad Memorial Lighthouse to Old Home Beach Trail,EASY,7,"Trinidad State Beach
"
#6777,Overcrest Hills,EASY,4,"Yucaipa, California
"
#6778,Boy Scout Trail to Jinah Grove Loop,MODERATE,5,"Los Padres National Forest
"
#6779,Hirz Bay Campground Trail,EASY,5,"Whiskeytown National Recreation Area
"
#6780,Mary Lake,EASY,9,"Redding, California
"
#6781,Spanish OHV Route,HARD,1,"Sierra National Forest
"
#6782,Hummingbird Trail to Chumash Trail Loop,MODERATE,6,"Rocky Peak Park
"
#6783,Santa Margarita Island Open Space Preserve,EASY,4,"Santa Margarita Island Open Space Preserve
"
#6784,Maisie's Peak via Lookout Trail and Vista Loop Trail,MODERATE,5,"Stevens Creek County Park
"
#6785,"Edgewood, Serpentine, Franciscan and Baywood Glen Trail Loop",EASY,3,"Edgewood Park and Nature Preserve
"
#6786,Pinyon Ridge Nature Trail,MODERATE,4,"Sheep Mountain Wilderness
"
#6787,Tongva Peak,HARD,4,"Brand Park
"
#6788,Monarch Canyon/Mine Trail,EASY,2,"Death Valley National Park
"
#6789,"Twin Lakes, Horseshoe Lake, and Summit Lake","MODERATE
",0,"Lassen Volcanic National Park
"
#6790,Cedar Lake Road to Elsie Caves,MODERATE,6,"San Bernardino National Forest
"
#6791,Chilao to Devil's Canyon Trail,HARD,2,"San Gabriel Mountains National Monument
"
#6792,Briar Summit Open Space Preserve Loop Trail,MODERATE,4,"Briar Summit Open Space Preserve
"
#6793,Pepperdine University to Cross,HARD,4,"Malibu, California
"
#6794,Kim Nicol Trail Loop,MODERATE,12,"Desert Hot Springs, California
"
#6795,Palisade Trail and Long Lake Loop,EASY,5,"Tahoe National Forest
"
#6796,The Yontocket Big Beach Loop,MODERATE,5,"Tolowa Dunes State Park
"
#6797,"Summit Lake, Snag Lake and Horseshoe Lake Loop",MODERATE,2,"Lassen Volcanic Wilderness
"
#6798,Sonoma State Bike Path,EASY,6,"Sonoma State Historic Park
"
#6799,Jeep Trail,EASY,6,"Oakland, California
"
#6800,La Cumbre Peak and Inspiration Point Loop,HARD,4,"Santa Barbara, California
"
#6801,Cougar Buttes OHV Trail,MODERATE,3,"Lucerne Valley, California
"
#6802,White Wolf to Pate Valley Trail,MODERATE,2,"Yosemite National Park
"
#6803,River Bluff Trail,EASY,8,"Hughson, California
"
#6804,Lake Sonoma South Lake Trail,MODERATE,6,"Lake Sonoma Recreation Area
"
#6805,Bee Rock Loop,MODERATE,5,"Griffith Park
"
#6806,Meadow Trail and Sky Trail to Coast Trail,HARD,1,"Phillip Burton Wilderness Area
"
#6807,Robbie Point Firebreak and Riverview Trail Loop,MODERATE,4,"Auburn State Recreation Area
"
#6808,Lacy Park Loop,EASY,8,"Lacy Park
"
#6809,Indian Pass Road OHV Trail,EASY,4,"Indian Pass Wilderness
"
#6810,Coyote and Fox Trail Loop,EASY,10,"Santa Clarita, California
"
#6811,Portrero Park Trail,EASY,4,"Potrero County Park
"
#6812,Wrench Creek Campground to Bassi Falls,MODERATE,1,"El Dorado National Forest
"
#6813,Old Big Oak Flat Road,MODERATE,3,"Yosemite National Park
"
#6814,Cahoon Rock from South Fork Campground,HARD,2,"Sequoia National Park
"
#6815,Toyon Trail and Fire Road Loop,MODERATE,3,"Coal Mine Ridge Park
"
#6816,Chihuahua Mine,HARD,2,"Sequoia National Park
"
#6817,Kings River,EASY,1,"Kings Canyon National Park
"
#6818,Savannah Trail Loop,MODERATE,4,"Coyote Lake Harvey Bear Ranch County Park
"
#6819,Cross Over OHV Trail,MODERATE,5,"Salton City, California
"
#6820,Bear Divide Trail,MODERATE,7,"Canyon Country, California
"
#6821,North Jenner Headlands,EASY,1,"Sonoma Coast State Park
"
#6822,Kirby Park Trail,EASY,6,"Kirby Park
"
#6823,Bull Run Basin Trail,"HARD
",0,"Sequoia National Forest
"
#6824,Eagle Rock Loop,EASY,3,"Alum Rock Park
"
#6825,Willow Springs Loop Trail,HARD,4,"Los Padres National Forest
"
#6826,Rice Ranch Dog Park Orcutt Hill Loop,EASY,5,"Orcutt Community Park
"
#6827,Soda Lake Overlook and Boardwalk,EASY,7,"Carrizo Plain National Monument
"
#6828,Boca Townsite Interpretive Trail,EASY,8,"Tahoe National Forest
"
#6829,Little Moby Trail,MODERATE,4,"Martin Tudor-Jurupa Hills Regional Park
"
#6830,Wallace Creek San Andreas Fault Line Hike,EASY,7,"Carrizo Plain National Monument
"
#6831,Oak Glen Road Trail,MODERATE,6,"Yucaipa Regional Park
"
#6832,"Courdet, Shady Creek, Bay Leaf, Ridgeline Loop",MODERATE,6,"Pleasanton Ridge Regional Park
"
#6833,Fair Oaks Trail,MODERATE,7,"Canyon Country, California
"
#6834,San Andreas and Sanborn Trails to Skyline Trail,HARD,3,"Sanborn County Park
"
#6835,Dagger Flat Trail,MODERATE,10,"Angeles National Forest
"
#6836,"Gilmore Lake, Dicks Lake, Fontanillis Lake","MODERATE
",0,"Desolation Wilderness
"
#6837,Col de Conejo,HARD,3,"Conejo Canyons Open Space
"
#6838,Marble Canyon Petroglyphs,EASY,2,"Death Valley National Park
"
#6839,Meyers and Ollason Trail Loop,MODERATE,4,"Toro Regional Park
"
#6840,Buckskin Trail,EASY,7,"Buckskin Mountain State Park
"
#6841,"Lower Prosser Traverse, Drunken Deer and Tom's Trail Loop",MODERATE,4,"Sagehen Experimental Forest
"
#6842,Grizzly Island OHV Trail,EASY,10,"Grizzly Island Wildlife Area
"
#6843,Gold Hill Grade to Nike Missile Site,MODERATE,5,"Harry A Barbier Memorial Park
"
#6844,North Canyon Trail,MODERATE,5,"Joshua Tree National Park
"
#6845,Sutherland Lake via Black Canyon Road,MODERATE,4,"Cleveland National Forest
"
#6846,Squaw Valley via Alpine Meadows and 5 Lakes Trail to,MODERATE,3,"Olympic Valley, California
"
#6847,St George Light House View Trail,EASY,4,"Crescent City, California
"
#6848,Tioga Pass Road to Yosemite Valley,MODERATE,2,"Yosemite National Park
"
#6849,Boar Scat and North Slope Trail Loop,EASY,3,"Lake Sonoma Recreation Area
"
#6850,"Valley of the Moon, West Sutton Lake and Woodland Star Trail Loop",EASY,5,"Sonoma Valley Regional Park
"
#6851,Sunol Wilderness to Ohlone College,HARD,3,"Sunol Regional Wilderness
"
#6852,Mount Eden Trail and Canyon Trail,MODERATE,5,"Stevens Creek County Park
"
#6853,Momyer Creek and Falls Creek Loop,HARD,3,"San Gorgonio Wilderness
"
#6854,Dick's Lake Trail,"HARD
",0,"Desolation Wilderness
"
#6855,Woodward Valley Backpacking Loop,MODERATE,1,"Phillip Burton Wilderness Area
"
#6856,Badger Trail,EASY,4,"Montana De Oro State Park
"
#6857,Los Trancos Loop,MODERATE,7,"Los Trancos Preserve
"
#6858,Folger Peak,MODERATE,3,"Stanislaus National Forest
"
#6859,Bloody Mountain,HARD,3,"Inyo National Forest
"
#6860,"Sundance, Hastings, Sidewinder, and Euer Valley Road Loop",MODERATE,3,"Tahoe Donner Trail System
"
#6861,Phoenix Park Vernal Pools Loop,EASY,9,"Phoenix Park
"
#6862,Mt Shasta City Park: Big Springs to Kingston Road,EASY,8,"Mount Shasta City Park
"
#6863,Snodgrass Creek to the Soda Cone,MODERATE,2,"Carson-Iceberg Wilderness
"
#6864,Magee Peak,MODERATE,3,"Thousand Lakes Wilderness
"
#6865,Grizzly Creek to Pfeifer Flat,HARD,1,"Trinity Alps Wilderness
"
#6866,Bobcat Trail Loop,EASY,7,"Golden Gate National Recreation Area
"
#6867,Cold Spring Trail Loop [CLOSED],MODERATE,133,"Gould Park
"
#6868,Hickory Creek Trail,EASY,5,"Chino Hills, California
"
#6869,Pine Mountain via Acorn Trail and North Backbone Trail,HARD,5,"Sheep Mountain Wilderness
"
#6870,Trail Peak via Trail Pass Trail,MODERATE,3,"Golden Trout Wilderness
"
#6871,Cronan Ranch to Folsom Point Rec Area via South Fork American River Trail and Brown's Ravine Trail,HARD,3,"Folsom Lake State Recreation Area
"
#6872,North Fork Coffee Creek Trail to Schlomberg Cabin,MODERATE,2,"Trinity Alps Wilderness
"
#6873,Waterfront Park Loop,EASY,3,"Waterfront Park
"
#6874,Pushwalla Loop,MODERATE,5,"Coachella Valley Preserve
"
#6875,Elephant Trees Nature Trail,MODERATE,4,"Anza-Borrego Desert State Park
"
#6876,Ashford Canyon Trail,MODERATE,2,"Death Valley National Park
"
#6877,Mountain House Trail,MODERATE,2,"Plumas National Forest
"
#6878,Black Mountain Trail,MODERATE,3,"Channel Islands National Park
"
#6879,Halls Valley to Washburn Loop,HARD,4,"Joseph D Grant County Park
"
#6880,Pinnacles Overlook Trail,EASY,1,"Pinnacles National Park
"
#6881,Islander Park Loop,EASY,5,"Riverside, California
"
#6882,Manzanita Trail,EASY,3,"Sheep Mountain Wilderness
"
#6883,Wright Mountain From Manker Flat,HARD,1,"Angeles National Forest
"
#6884,Blue Gouge Mine to Ferrari Mill Road Loop,MODERATE,3,"El Dorado National Forest
"
#6885,Tyee Lakes and George Lake,HARD,3,"Inyo National Forest
"
#6886,Cull Canyon Bike Route,MODERATE,5,"Cull Canyon Regional Recreation Area
"
#6887,King Creek Falls and Bench Lake Loop,MODERATE,4,"Lassen Volcanic National Park
"
#6888,Big Laguna Trail and Sunset Trail Loop,MODERATE,4,"Cleveland National Forest
"
#6889,Rim Nordic MTB Park Trail,MODERATE,5,"San Bernardino National Forest
"
#6890,"Estero, White Gate, Muddy Hollow Trail Loop",MODERATE,4,"Point Reyes National Seashore
"
#6891,Pisgah Trail,EASY,10,"Yucaipa, California
"
#6892,Big Pines Trail,HARD,2,"Carmel-by-the-Sea, California
"
#6893,Thermalito to Ridgeline Trail Loop,MODERATE,7,"Pleasanton Ridge Regional Park
"
#6894,Carbondale Trail,MODERATE,3,"Black Diamond Mines Regional Park
"
#6895,Peggy Mensinger Trail,EASY,9,"Thousand Oak Park
"
#6896,"Santa Ana River Trail, Powerline, Tomahawk and Chaparral Loop",EASY,11,"Santa Ana River Regional Park
"
#6897,Rock Spring Trail to Benstein Trail Loop,MODERATE,4,"Mount Tamalpais Watershed
"
#6898,Wellman Trail,MODERATE,6,"Jedediah Smith Redwood State Park
"
#6899,Albany Neck and Bulb Loop,EASY,8,"McLaughlin Eastshore State Park
"
#6900,Reyes Peak via Chorro Grande Trail,HARD,5,"Los Padres National Forest
"
#6901,Crazy Pete’s and Alpine Road Loop,EASY,3,"Coal Creek Open Space
"
#6902,Pinyon Mountain Trail,MODERATE,4,"Anza-Borrego Desert State Park
"
#6903,Gun Range Road to Wildcat Creek Trail,MODERATE,3,"Wildcat Canyon Regional Park
"
#6904,Los Robles Trail West,MODERATE,5,"Deer Ridge Open Space
"
#6905,Rocky Ridge View Trail,MODERATE,2,"Las Trampas Regional Park
"
#6906,East Side Trail Loop,HARD,5,"Cuyamaca Rancho State Park
"
#6907,Forest Lake Trail,MODERATE,2,"Lassen Volcanic National Park
"
#6908,Twin Peaks via Gstaad to Tahoe Rim,MODERATE,3,"Tahoe National Forest
"
#6909,Stillwater Cove,MODERATE,2,"Carmel Bay State Marine Conservation Area
"
#6910,"Summit Lake, Big Elk Lake, and Spirit Lake",HARD,3,"Marble Mountain Wilderness
"
#6911,Dougherty Hills Open Space Trail,MODERATE,7,"Dougherty Hills Park
"
#6912,Mariposa Loop,MODERATE,5,"Briones Regional Park
"
#6913,Bowman Lake Overlook,EASY,1,"Tahoe National Forest
"
#6914,"Alpine Road, Sweet Springs, and Deer Path Loop",EASY,6,"Portola Valley, California
"
#6915,South Yuba River Day Hike,EASY,4,"Malakoff Diggins State Historic Park
"
#6916,Porter Trail,EASY,4,"The Forest of Nisene Marks State Park
"
#6917,Helios Canyon,HARD,1,"Death Valley National Park
"
#6918,"Trail 31, Oil Well, Trail 75, and Trail 38 Loop",MODERATE,6,"Fort Ord National Monument
"
#6919,Ghost Mountain,EASY,3,"Julian, California
"
#6920,Stonyford Loop,HARD,3,"Snow Mountain Wilderness
"
#6921,"Quarry Trail, Rock Garden, and Arch Trail",MODERATE,5,"Rockville Hills Regional Park
"
#6922,Central Park Loop,EASY,6,"Central Park
"
#6923,Lower Otay Reservoir: Eastern Side from Otay Lakes Road,EASY,4,"Otay Mountain Ecological Reserve
"
#6924,Port Hueneme Lighthouse,EASY,6,"Port Hueneme Beach Park
"
#6925,Santa Cruz Trail: Upper Oso Campground to Happy Hollow,HARD,7,"Los Padres National Forest
"
#6926,Rincon Park to Crissy Field,EASY,2,"San Francisco, California
"
#6927,Worsham Canyon Trail,MODERATE,11,"Whittier, California
"
#6928,Mecca Hills Trail,"EASY
",0,"Mecca Hills Wilderness
"
#6929,Bobs Flat Trail,HARD,3,"Sierra National Forest
"
#6930,Mumford Bar Trail to American River Canyon Trail,HARD,2,"Tahoe National Forest
"
#6931,"Ortega Oaks to Rancho Carrillo via Bear Canyon Trail, Bear Ridge Trail, and Verdugo Trail",HARD,4,"San Mateo Canyon Wilderness
"
#6932,Mt. Perry,MODERATE,4,"Death Valley National Park
"
#6933,Gibson Ranch Loop Trail,"MODERATE
",0,"Pollock Pines, California
"
#6934,San Fernando Road Bike Path,EASY,7,"Sylmar, California
"
#6935,Cowboy Loop Trail,MODERATE,4,"Wilder Ranch State Park
"
#6936,Lake Eleanor Hike,MODERATE,3,"Yosemite National Park
"
#6937,"Ridgeline, Shady Creek, North Ridge, Cowing, Sinbad Creek, Bay Leaf, Front 9, Toyon",MODERATE,5,"Pleasanton Ridge Regional Park
"
#6938,Hood Mountain and Panoramic Ranch Trail Loop [CLOSED],HARD,136,"Hood Mountain Regional Park
"
#6939,Joshua Tree Burro Loop Trail Hike,MODERATE,3,"Joshua Tree National Park
"
#6940,Oaks Park Loop,EASY,4,"Chatsworth Oaks Park
"
#6941,Bair Island Reserve & Corkscrew Slough,EASY,7,"Redwood City, California
"
#6942,Cedar Canyon - River Trail,"MODERATE
",0,"Sequoia National Forest
"
#6943,"Felix the Cat, Chinquapin, Pipe Dream and Magic Carpet Loop",MODERATE,5,"Henry Cowell Redwoods State Park
"
#6944,Rohner Park Loop,EASY,7,"Rohner Park
"
#6945,Pleasanton Ridgeline to Sinbad Creek Trail Loop,HARD,3,"Pleasanton Ridge Regional Park
"
#6946,San Bruno Park to Junipero Serra Park,MODERATE,7,"San Bruno Park
"
#6947,El Corazon Park Nature Trail,MODERATE,3,"El Corazon Park
"
#6948,Andrew Molera Beach Trail,EASY,2,"Andrew Molera State Park
"
#6949,Granite Ridge Loop,EASY,6,"Shaver Lake, California
"
#6950,Mount Umunhum via Alamaden Quicksilver County Park,HARD,3,"Almaden Quicksilver County Park
"
#6951,Gene Autry Bikeway Trail,EASY,3,"Palm Springs, California
"
#6952,Redwood Canyon to Redwood Creek,MODERATE,2,"Kings Canyon National Park
"
#6953,"Live Oak, Honker Bay, Columbine, Brandon Trail,",MODERATE,3,"Anthony Chabot Regional Park
"
#6954,Grottos 1 via Hidden Springs Oasis and Sheep Hole Oasis,HARD,1,"Mecca Hills Wilderness
"
#6955,Chumash Trail,EASY,8,"Chumash Park
"
#6956,Baltimore Canyon to Corte Madera Trail,MODERATE,5,"Blithedale Summit Open Space Preserve
"
#6957,"Mountain Top, Arturo, North Side, International and Miller Trail Loop",MODERATE,5,"Mount Tamalpais Watershed
"
#6958,Sawmill Mountain Truck Trail,HARD,2,"Angeles National Forest
"
#6959,Judell Canyon Trail,MODERATE,3,"Los Padres National Forest
"
#6960,Coffin Peak,MODERATE,2,"Death Valley National Park
"
#6961,Panorama Park Loop,EASY,6,"Panorama Park
"
#6962,San Juan Trail to Los Pinos Trail Loop,HARD,2,"Cleveland National Forest
"
#6963,"Pony Gate, Bald Mountain Trail, and Lower Bald Mountain Trail Loop",EASY,6,"Sugarloaf Ridge State Park
"
#6964,Verdi Peak OHV Route,MODERATE,3,"Tahoe National Forest
"
#6965,Dawn's Peak and Lorenzen's Peak Loop,HARD,3,"Santa Rosa Mountains State Wilderness
"
#6966,Crystal and Baum Lakes,EASY,4,"Cassel, California
"
#6967,Marin Headlands to The Presidio,HARD,2,"Mount Tamalpais Watershed
"
#6968,Hemet Maze Stone,MODERATE,10,"Homeland, California
"
#6969,"Stewartville, Ridge, Acorn and Old Homestead Loop Trail",MODERATE,8,"Black Diamond Mines Regional Park
"
#6970,Wildcat Creek Trail to Belgium Trail to San Pablo Ridge Trail,MODERATE,5,"Richmond, California
"
#6971,Lower Orr Creek Loop Trail,EASY,4,"Ukiah, California
"
#6972,Pico Blanco via Little Sur Trail,HARD,4,"Big Sur, California
"
#6973,Mammoth Pool Reservoir,EASY,3,"Sierra National Forest
"
#6974,Prairie Creek Redwoods South Fork Trail,MODERATE,4,"Prairie Creek Redwoods State Park
"
#6975,Holter Ridge via Lost Man Trail,"MODERATE
",0,"Redwood National Park
"
#6976,Green Valley to Wall Point Road Loop,HARD,4,"Mount Diablo State Park
"
#6977,Wilderness Gardens Main Trail and Pond Loop,EASY,5,"Wilderness Gardens County Preserve
"
#6978,"Nature Trail, Fickle Hill Grade, and Meadow Trail Loop",EASY,4,"Arcata Community Forest
"
#6979,"Paraiso, Manzanita and Ohlone Trail Loop",MODERATE,4,"Lime Ridge Open Space
"
#6980,Kings Range to Chemise Peak,MODERATE,3,"King Range Wilderness
"
#6981,Bubbs Creek Trail,HARD,2,"Kings Canyon National Park
"
#6982,Bathtub Lake Trail,EASY,3,"Lassen Volcanic National Park
"
#6983,Sifford Lakes Trail,EASY,3,"Lassen Volcanic National Park
"
#6984,El Toro from John Telfer Drive,MODERATE,6,"Morgan Hill, California
"
#6985,"Diamond View, Deer Canyon, Chabot-Garin Regional Trail, Shady Canyon Trail",MODERATE,4,"Five Canyons Open Space
"
#6986,Sawtooth Pass to Timber Gap Trail,"HARD
",0,"Sequoia National Park
"
#6987,Townsend Peak,MODERATE,5,"Angeles National Forest
"
#6988,"Chochenyo, Red Hill and Meadowlark Loop",MODERATE,5,"Coyote Hills Regional Park
"
#6989,"Grandmother Oak, Maple Glen, High Ridge and Gray Pine Trail",HARD,3,"Sugarloaf Ridge State Park
"
#6990,Ricardo Camp South Loop Trail,MODERATE,2,"Red Rock Canyon State Park
"
#6991,Doe Meadow Trail,HARD,2,"Sequoia National Forest
"
#6992,Across the Golden Gate Bridge to Sausalito,MODERATE,3,"San Francisco, California
"
#6993,Mattley Meadow OHV Trail,MODERATE,1,"Stanislaus National Forest
"
#6994,Parker Pass to Lyell Canyon,HARD,3,"Yosemite National Park
"
#6995,Roads End to Onion Valley Trail,"HARD
",0,"Kings Canyon National Park
"
#6996,Big Pines Nature Trail,EASY,2,"Angeles National Forest
"
#6997,PCT: Echo Lake to Squaw Valley,"HARD
",0,"Desolation Wilderness
"
#6998,Bolinas Jetty Trail,MODERATE,1,"Stinson Beach, California
"
#6999,Pinto Lake County Park Loop,EASY,6,"Pinto Lake County Park
"
#7000,East Boulder Lake Via Pacific Crest Trail,MODERATE,1,"Trinity Alps Wilderness
"
#7001,Miners Ravine Nature Loop,EASY,10,"Miners Ravine Preserve
"
#7002,West Fork Cold Springs Trail,EASY,4,"Los Padres National Forest
"
#7003,Inspiration Point Trail,MODERATE,5,"Lassen Volcanic National Park
"
#7004,Swaney Loop,MODERATE,1,"Death Valley National Park
"
#7005,Middle Fork Applegate River Trail,MODERATE,3,"Red Buttes Wilderness
"
#7006,Oasis Spring Trail,EASY,6,"Cleveland National Forest
"
#7007,Don Derr Park Trail,EASY,9,"Don Derr Park
"
#7008,SF Bay Trail through Eden Landing,EASY,5,"Hayward, California
"
#7009,Trabuco Peak Trail,MODERATE,4,"Cleveland National Forest
"
#7010,Dead Lake Trail,EASY,5,"Tolowa Dunes State Park
"
#7011,Gillette Mine Trail,HARD,1,"Angeles National Forest
"
#7012,"Inverness, Bucklin, Bayview Loop",MODERATE,6,"Point Reyes National Seashore
"
#7013,Las Virgenes View Trail,MODERATE,4,"Calabasas, California
"
#7014,PCT: Lake Hughes Road to 7N01 and Scenic Viewpoint,MODERATE,4,"Angeles National Forest
"
#7015,Keane Wonder Mine Trail,HARD,8,"Death Valley, California
"
#7016,Reseda Pond Path,EASY,6,"Reseda Park & Recreation Center
"
#7017,"Butano Trail Camp via Ox Mill, Jackson Flats and Butano Fire Trail",HARD,4,"Butano State Park
"
#7018,"Fort Ord MTB Loop- Trail 25, 36, 42, 56, 68, 94, 96, 41",MODERATE,3,"Fort Ord National Monument
"
#7019,Burnt Hill Trail and Canyon View Trail Loop,MODERATE,2,"Joshua Tree National Park
"
#7020,Thylenanti Trail to Malaka Trail,MODERATE,4,"Lagoon Valley Park/Pena Adobe Park
"
#7021,Stony Ridge Trail,HARD,2,"Shasta-Trinity National Forest
"
#7022,Nojoqui Falls Trail [CLOSED],EASY,136,"Nojoqui Falls County Park
"
#7023,Cloudripper Trail,"HARD
",0,"John Muir Wilderness
"
#7024,Canada Road Trail,MODERATE,4,"San Francisco Peninsula Watershed
"
#7025,Amargosa Trail,MODERATE,6,"China Ranch
"
#7026,East Fork New River Loop,MODERATE,1,"Shasta-Trinity National Forest
"
#7027,Stinson Beach to East Peak via Steep Ravine and Mountain Top Trails,MODERATE,2,"Mount Tamalpais State Park
"
#7028,High Dome Trail,MODERATE,4,"Smith River National Recreation Area
"
#7029,Bowman Mountain Trail,HARD,3,"Tahoe National Forest
"
#7030,Tapo Canyon Trail to Rocky Peak Trail,HARD,2,"Marr Ranch Open Space
"
#7031,North Ridge Trail and Lisa Killough Trail Loop,MODERATE,9,"Rancho San Vicente Open Space Preserve
"
#7032,China Peak Mountain Resort,"MODERATE
",0,"Sierra National Forest
"
#7033,Falls Trail and Middle Trail,MODERATE,4,"Mount Diablo State Park
"
#7034,Pig Pond Trail,EASY,6,"Pacheco State Park
"
#7035,Daryl Wagar Trail,EASY,9,"Camarillo Grove County Park
"
#7036,Marie Lakes near Mount Lyell,"MODERATE
",0,"Ansel Adams Wilderness
"
#7037,Placerita Canyon to Waterfall Trail [CLOSED],EASY,106,"Placerita Canyon State Park
"
#7038,Kessler Peak Trail,MODERATE,2,"Mojave National Preserve
"
